account_id,account_name,arr,contract_end_date,plan_tier,industry,csm_name,region,days_to_renewal,renewing_in_window,api_calls_last_month,api_calls_avg,active_users_last_month,active_users_avg,content_created_last_month,workflows_last_month,api_calls_trend_pct,active_users_trend_pct,content_trend_pct,workflows_trend_pct,api_calls_6m_change_pct,active_users_6m_change_pct,sdk_version,sdk_deprecated,ticket_count,p1_p2_count,open_escalated_count,avg_resolution_hours,recent_ticket_count,ticket_trend,has_blocking_issue,has_recurring_issue,nps_score,nps_verbatim,nps_contradiction,has_nps_contradiction,verbatim_language,has_nps,has_tickets,has_usage,signal_count
1010,TerraFirma Manufacturing,438000,2026-07-10,Scale,SaaS / Technology,Priya Sharma,EMEA,86,True,58412,76897.33333333333,21,30.166666666666668,318,80,-6.11,-11.08,-5.99,-1.38,-32.01,-46.15,v4.0.0,False,7,2,1,28.0,4,increasing,True,True,,,,,,False,True,True,2
1011,Skyline Travel,310000,2026-05-24,Scale,Financial Services,Priya Sharma,LATAM,39,True,77918,75623.83333333333,31,32.0,472,104,0.64,-3.21,-1.97,2.45,3.54,-20.51,v4.1.0,False,4,0,1,29.7,2,stable,False,False,7.0,"Good product, needs better documentation.",,False,en,True,True,True,3
1012,Quantum Commerce,93000,2026-06-18,Growth,Travel & Hospitality,Emily Watson,LATAM,64,True,18730,21193.833333333332,9,10.666666666666666,124,18,-1.41,-6.96,-11.32,-6.21,-13.7,-30.77,v4.0.0,False,6,3,4,31.5,5,increasing,True,True,6.0,Solid CMS but the pricing feels steep for what we get.,,False,en,True,True,True,3
1013,RedLeaf Healthcare,135000,2026-04-27,Growth,Media & Publishing,Sarah Chen,EMEA,12,True,24852,23765.666666666668,10,10.333333333333334,147,21,-4.21,-1.66,-5.75,-3.03,-8.54,0.0,v4.0.0,False,4,2,2,21.3,1,decreasing,True,True,9.0,El producto es bueno pero el soporte en español es inexistente.,,False,es,True,True,True,3
1014,BluePeak Software,1061000,2026-04-28,Enterprise,Media & Publishing,Raj Patel,NA-West,13,True,174989,185303.66666666666,69,75.83333333333333,882,242,-3.05,-2.3,-6.58,0.43,-15.65,-10.39,v4.0.0,False,4,0,0,23.8,3,increasing,False,True,10.0,Le produit est bon mais l'interface n'est pas intuitive pour notre équipe marketing.,,False,fr,True,True,True,3
1015,Evergreen Media,1330000,2026-07-11,Enterprise,Education,Priya Sharma,EMEA,87,True,168227,176178.83333333334,61,70.16666666666667,923,149,-5.47,-6.07,-6.75,-6.91,-23.08,-24.69,v4.0.0,False,4,2,2,25.5,1,decreasing,True,True,,,,,,False,True,True,2
1016,Northstar Logistics,115000,2026-06-30,Growth,Manufacturing,Emily Watson,LATAM,76,True,22242,23062.333333333332,10,10.666666666666666,180,24,-3.11,-4.29,-2.88,-1.07,-19.03,-16.67,v4.1.0,False,7,0,2,23.1,2,decreasing,True,True,7.0,Le produit est bon mais l'interface n'est pas intuitive pour notre équipe marketing.,,False,fr,True,True,True,3
1017,Pacific Rim Trading,1724000,2026-06-10,Enterprise,SaaS / Technology,Carlos Mendez,NA-West,56,True,145676,173510.66666666666,59,71.0,878,156,-3.83,-2.09,-3.63,-10.68,-20.37,-15.71,v4.0.0,False,4,1,1,17.0,1,decreasing,True,True,5.0,产品功能还可以，但客服团队沟通效率太低了。我们多次要求更换客户经理都没有得到回应。非常失望。,,False,zh,True,True,True,3
1018,Ironclad Security,691000,2026-04-26,Enterprise,Financial Services,Priya Sharma,NA-West,11,True,221345,207396.66666666666,101,84.5,1568,259,1.91,4.5,0.78,3.44,8.21,29.49,v4.2.3,False,3,0,0,15.4,3,increasing,False,False,10.0,Transformed how our team publishes content. Love it.,,False,en,True,True,True,3
1019,Summit Analytics,1751000,2026-04-28,Enterprise,Travel & Hospitality,Anna Kowalski,LATAM,13,True,190396,219861.83333333334,92,86.5,1213,329,0.85,-0.1,2.09,7.1,2.72,6.98,v4.1.0,False,1,0,0,19.6,0,decreasing,False,False,3.0,Great developer experience and the support team is phenomenal.,Score=3 contradicts positive verbatim,True,en,True,True,True,3
1020,Coral Bay Resorts,1610000,2026-05-22,Enterprise,Manufacturing,Sarah Chen,NA-East,37,True,207786,211840.5,91,80.83333333333333,1247,309,-0.47,1.24,1.04,1.72,0.43,12.35,v4.1.0,False,1,0,0,9.5,1,increasing,False,True,10.0,Great developer experience and the support team is phenomenal.,,False,en,True,True,True,3
1021,Falcon Aerospace,378000,2026-05-04,Scale,Retail,Anna Kowalski,NA-West,19,True,95653,85271.66666666667,37,36.666666666666664,568,85,1.68,3.58,1.83,2.67,25.81,12.12,v4.3.0,False,3,0,0,11.2,1,decreasing,False,True,,,,,,False,True,True,2
1022,Jade River Tech,507000,2026-05-23,Enterprise,Manufacturing,Priya Sharma,LATAM,38,True,205741,204006.33333333334,95,83.5,1224,273,3.24,4.28,-3.05,2.73,13.79,20.25,v4.2.3,False,0,0,0,,0,none,False,False,9.0,Best headless CMS on the market. Period.,,False,en,True,False,True,2
1023,Mosaic Digital,35000,2026-07-10,Starter,Manufacturing,Carlos Mendez,NA-West,86,True,5549,5401.166666666667,2,2.3333333333333335,63,6,3.48,-9.8,1.88,4.57,20.42,-33.33,v4.3.0,False,3,1,0,10.3,1,decreasing,False,False,9.0,Transformed how our team publishes content. Love it.,,False,en,True,True,True,3
1024,Beacon Insurance,285000,2026-06-28,Scale,Manufacturing,Sarah Chen,LATAM,74,True,91988,88200.66666666667,35,33.666666666666664,618,94,1.9,1.19,4.9,2.85,3.09,6.06,v4.2.3,False,0,0,0,,0,none,False,False,9.0,Transformed how our team publishes content. Love it.,,False,en,True,False,True,2
1025,Tidal Wave Sports,456000,2026-04-22,Scale,Financial Services,Raj Patel,EMEA,7,True,99605,87234.83333333333,41,36.0,438,102,5.18,6.03,-1.26,0.53,27.58,36.67,v4.1.0,False,0,0,0,,0,none,False,False,10.0,,,False,empty,True,False,True,2
1026,Golden Gate Ventures,65000,2026-05-20,Growth,Government,James Okafor,NA-East,35,True,24689,26658.333333333332,15,13.0,209,28,-0.53,4.4,-0.2,1.2,-5.69,25.0,v4.3.0,False,2,0,0,15.8,2,increasing,False,False,7.0,,,False,empty,True,True,True,3
1027,Cedar Hill Partners,645000,2026-06-27,Enterprise,Healthcare,Priya Sharma,APAC,73,True,201861,218436.16666666666,80,84.33333333333333,1455,316,0.55,-1.42,2.5,3.5,6.29,-10.11,v4.3.0,False,1,0,0,8.3,1,increasing,False,False,5.0,Would recommend to anyone in our industry.,,False,en,True,True,True,3
1028,Arctic Fox Games,119000,2026-06-26,Growth,Government,Anna Kowalski,NA-West,72,True,25775,26382.333333333332,11,11.0,258,28,-0.12,-0.52,7.27,-1.19,-1.04,-8.33,v4.2.3,False,2,1,1,7.1,1,stable,True,False,6.0,Transformed how our team publishes content. Love it.,,False,en,True,True,True,3
1029,Sapphire Networks,132000,2026-06-10,Growth,SaaS / Technology,David Kim,LATAM,56,True,30433,28497.666666666668,12,12.166666666666666,234,30,3.1,2.58,3.85,4.94,26.01,9.09,v4.3.0,False,1,1,0,15.5,1,increasing,False,False,8.0,We evaluated 5 CMS platforms. Contentstack won easily.,,False,en,True,True,True,3
1030,Ember Creative,754000,2026-11-18,Enterprise,Media & Publishing,James Okafor,EMEA,217,False,200036,205031.83333333334,98,84.33333333333333,1549,283,-0.63,5.29,4.2,4.19,8.59,20.99,v4.1.0,False,1,0,0,16.9,0,decreasing,False,False,10.0,Transformed how our team publishes content. Love it.,,False,en,True,True,True,3
1031,Prism Optics,30000,2026-11-04,Starter,E-commerce,James Okafor,NA-East,203,False,5923,5472.166666666667,3,2.6666666666666665,60,5,4.9,2.14,4.22,-1.22,31.74,50.0,v4.2.3,False,3,1,0,14.3,2,increasing,True,False,,,,,,False,True,True,2
1032,Obsidian Data,68000,2026-07-31,Growth,SaaS / Technology,James Okafor,LATAM,107,False,26373,25700.833333333332,14,12.166666666666666,175,36,5.32,2.58,-1.9,3.24,22.8,16.67,v4.3.0,False,3,1,0,14.8,1,decreasing,False,False,7.0,Transformed how our team publishes content. Love it.,,False,en,True,True,True,3
1033,Silver Lining Cloud,123000,2027-03-20,Growth,Media & Publishing,Priya Sharma,LATAM,339,False,32303,26134.833333333332,13,12.333333333333334,256,33,6.46,3.71,5.43,1.57,39.77,18.18,v4.2.3,False,3,1,0,4.3,2,increasing,False,False,8.0,,,False,empty,True,True,True,3
1034,Marble Arch Media,1010000,2027-03-14,Enterprise,Travel & Hospitality,Carlos Mendez,NA-East,333,False,212227,207466.16666666666,92,82.16666666666667,1324,311,2.04,1.84,2.41,6.86,4.18,19.48,v4.3.0,False,3,0,1,12.9,1,decreasing,True,False,8.0,Would recommend to anyone in our industry.,,False,en,True,True,True,3
1035,Velvet Rope Events,43000,2027-01-12,Starter,Travel & Hospitality,Anna Kowalski,APAC,272,False,5655,5113.166666666667,3,2.6666666666666665,52,6,1.0,8.57,1.93,5.71,10.02,50.0,v4.2.3,False,3,0,0,10.7,2,increasing,True,True,9.0,Best headless CMS on the market. Period.,,False,en,True,True,True,3
1036,Iron Bridge Capital,21000,2026-08-15,Starter,Travel & Hospitality,Raj Patel,NA-East,122,False,4933,5075.833333333333,2,2.6666666666666665,55,6,2.84,-6.43,3.81,7.35,15.31,-33.33,v4.1.0,False,0,0,0,,0,none,False,False,10.0,Best headless CMS on the market. Period.,,False,en,True,False,True,2
1037,Crystal Clear Analytics,100000,2026-10-20,Growth,Manufacturing,David Kim,NA-West,188,False,27775,26847.666666666668,14,12.0,184,29,0.96,5.24,-2.61,-0.45,2.74,27.27,v4.2.3,False,1,0,0,8.4,1,increasing,False,True,10.0,We evaluated 5 CMS platforms. Contentstack won easily.,,False,en,True,True,True,3
1038,Opal Systems,885000,2026-12-04,Enterprise,Education,Carlos Mendez,NA-East,233,False,241936,216898.0,77,82.5,1488,314,0.82,3.98,1.87,6.3,15.1,11.59,v4.1.0,False,1,0,0,19.5,1,increasing,False,False,9.0,Transformed how our team publishes content. Love it.,,False,en,True,True,True,3
1039,Redwood Health,1654000,2026-09-03,Enterprise,E-commerce,Sarah Chen,NA-East,141,False,227085,212518.83333333334,89,87.83333333333333,1352,259,3.1,-0.88,-0.56,3.22,4.51,1.14,v4.2.3,False,0,0,0,,0,none,False,False,10.0,Would recommend to anyone in our industry.,,False,en,True,False,True,2
1040,Cobalt Robotics,94000,2027-02-08,Growth,Education,David Kim,NA-West,299,False,30771,27592.5,12,11.0,228,28,4.15,3.64,2.91,-0.1,22.53,20.0,v4.2.3,False,0,0,0,,0,none,False,False,10.0,Transformed how our team publishes content. Love it.,,False,en,True,False,True,2
1041,Amber Trail Outdoors,623000,2026-10-07,Enterprise,Travel & Hospitality,Sarah Chen,APAC,175,False,239284,221213.33333333334,88,87.16666666666667,1563,230,2.57,0.3,4.96,-3.37,21.28,4.76,v4.1.0,False,3,0,1,8.0,0,decreasing,False,True,2.0,Best headless CMS on the market. Period.,Score=2 contradicts positive verbatim,True,en,True,True,True,3
1042,Granite Peak Financial,439000,2026-12-08,Scale,Travel & Hospitality,David Kim,NA-West,237,False,91106,84686.83333333333,39,38.0,686,126,3.3,1.8,8.17,4.01,13.43,14.71,v4.1.0,False,3,1,0,14.3,1,decreasing,True,True,10.0,Transformed how our team publishes content. Love it.,,False,en,True,True,True,3
1043,Sunflower Foods,128000,2026-11-03,Growth,E-commerce,Sarah Chen,EMEA,202,False,30321,27567.5,13,11.833333333333334,179,31,1.88,2.66,-4.62,-0.34,9.03,30.0,v4.3.0,False,1,1,0,19.7,1,increasing,True,False,7.0,Transformed how our team publishes content. Love it.,,False,en,True,True,True,3
1044,Neon Pixel Studios,18000,2027-03-16,Starter,Manufacturing,Priya Sharma,NA-East,335,False,5780,5261.833333333333,3,2.8333333333333335,55,6,1.14,5.04,3.25,8.87,8.97,50.0,v4.3.0,False,3,1,0,15.6,2,increasing,False,True,,,,,,False,True,True,2
1045,Windmill Energy,27000,2026-08-19,Starter,Government,James Okafor,NA-West,126,False,5493,5058.166666666667,2,2.5,46,6,3.47,3.43,-0.18,3.67,13.94,0.0,v4.3.0,False,3,1,0,11.0,1,decreasing,True,True,,,,,,False,True,True,2
1046,Onyx Defense,751000,2026-11-18,Enterprise,Government,Sarah Chen,LATAM,217,False,256441,231490.0,100,89.0,1527,265,1.76,1.16,3.43,2.8,20.14,13.64,v4.3.0,False,2,1,0,12.1,1,stable,False,False,9.0,Best headless CMS on the market. Period.,,False,en,True,True,True,3
1047,Topaz AI,42000,2027-04-08,Starter,SaaS / Technology,Emily Watson,NA-West,358,False,6692,5527.166666666667,3,2.6666666666666665,70,6,7.18,8.57,4.35,3.67,54.98,50.0,v4.2.3,False,2,2,0,17.4,1,stable,True,False,,,,,,False,True,True,2
1048,Lunar Dynamics,325000,2026-11-27,Scale,Travel & Hospitality,Priya Sharma,EMEA,226,False,95768,86498.83333333333,33,35.833333333333336,446,93,2.3,0.24,-0.77,-1.38,5.61,-2.94,v4.1.0,False,0,0,0,,0,none,False,False,8.0,Transformed how our team publishes content. Love it.,,False,en,True,False,True,2
1049,Fossil Creek Ranch,1163000,2026-08-21,Enterprise,E-commerce,David Kim,LATAM,128,False,265712,215639.83333333334,106,86.33333333333333,1271,319,7.39,9.27,-1.23,2.19,43.52,53.62,v4.3.0,False,2,1,0,10.6,1,stable,False,False,,,,,,False,True,True,2
1050,Delta Wave Audio,20000,2026-11-01,Starter,Manufacturing,Emily Watson,NA-West,200,False,5982,5275.333333333333,3,2.8333333333333335,49,6,2.71,3.03,0.49,5.36,20.53,0.0,v4.3.0,False,1,0,0,16.5,0,decreasing,False,False,8.0,Best headless CMS on the market. Period.,,False,en,True,True,True,3
1051,Ivory Tower Education,236000,2026-11-17,Scale,SaaS / Technology,Emily Watson,NA-West,216,False,101208,86674.5,34,34.833333333333336,616,93,3.65,-1.56,2.12,-1.88,22.64,-12.82,v4.2.3,False,1,1,0,13.6,0,decreasing,False,True,10.0,Best headless CMS on the market. Period.,,False,en,True,True,True,3
1052,Crimson Tide Logistics,1639000,2026-12-16,Enterprise,Government,Sarah Chen,LATAM,245,False,189938,198020.5,90,80.5,1172,282,0.96,3.51,0.2,2.7,-3.55,32.35,v4.2.3,False,1,0,0,11.1,1,increasing,False,False,,,,,,False,True,True,2
1053,Cerulean Aerospace,254000,2026-09-21,Scale,Retail,James Okafor,NA-East,159,False,95959,87073.16666666667,35,35.5,647,132,4.22,1.21,8.94,1.56,21.49,6.06,v4.1.0,False,1,0,0,20.5,0,decreasing,False,False,9.0,Best headless CMS on the market. Period.,,False,en,True,True,True,3
1054,Olive Branch Organics,121000,2026-12-06,Growth,Government,Carlos Mendez,EMEA,235,False,30005,27150.0,13,12.666666666666666,255,34,2.85,3.16,2.13,0.52,13.82,18.18,v4.1.0,False,0,0,0,,0,none,False,False,6.0,Transformed how our team publishes content. Love it.,,False,en,True,False,True,2
1055,Starlight Entertainment,119000,2027-03-30,Growth,Education,Emily Watson,NA-East,349,False,27879,26910.666666666668,15,12.833333333333334,198,38,4.14,6.46,-1.81,4.31,26.32,50.0,v4.1.0,False,1,0,0,8.6,1,increasing,True,False,7.0,Best headless CMS on the market. Period.,,False,en,True,True,True,3
1056,Thunderbolt Motors,43000,2026-12-03,Starter,E-commerce,Sarah Chen,EMEA,232,False,5164,5295.166666666667,2,2.1666666666666665,55,5,3.54,-1.32,3.22,3.67,9.48,0.0,v4.2.3,False,1,0,0,10.6,1,increasing,False,False,,,,,,False,True,True,2
1057,Pearl Harbor Memorial Trust,119000,2026-10-05,Growth,Education,Anna Kowalski,LATAM,173,False,28840,25169.666666666668,11,12.5,196,31,4.15,1.14,2.3,1.2,35.51,-8.33,v4.2.3,False,0,0,0,,0,none,False,False,7.0,Would recommend to anyone in our industry.,,False,en,True,False,True,2
1058,Magenta Health,22000,2026-08-22,Starter,Healthcare,Sarah Chen,EMEA,129,False,5293,5206.5,3,2.8333333333333335,43,4,0.89,5.04,1.01,2.96,5.52,50.0,v4.1.0,False,2,0,0,16.0,1,stable,False,False,6.0,Would recommend to anyone in our industry.,,False,en,True,True,True,3
1059,Cobblestone Properties,163000,2026-09-18,Growth,E-commerce,Emily Watson,EMEA,156,False,29615,26969.666666666668,11,12.166666666666666,240,35,4.02,0.23,0.28,-0.66,29.12,-8.33,v4.2.3,False,2,0,0,9.6,0,decreasing,False,True,9.0,Would recommend to anyone in our industry.,,False,en,True,True,True,3
1060,Titanium Fitness,38000,2026-10-30,Starter,Media & Publishing,James Okafor,EMEA,198,False,6034,5522.833333333333,3,2.3333333333333335,58,6,6.24,9.8,5.85,7.35,26.37,50.0,v4.3.0,False,2,2,0,7.0,0,decreasing,False,False,5.0,Would recommend to anyone in our industry.,,False,en,True,True,True,3
1061,Flamingo Travel,1802000,2026-10-02,Enterprise,Media & Publishing,Priya Sharma,NA-West,170,False,246753,222577.33333333334,84,86.83333333333333,1253,286,6.02,1.48,0.6,4.23,27.48,1.2,v4.3.0,False,1,1,1,4.0,1,increasing,False,True,8.0,,,False,empty,True,True,True,3
1062,Driftwood Publishing,552000,2026-10-14,Enterprise,SaaS / Technology,Anna Kowalski,NA-West,182,False,212349,202699.5,80,84.0,1419,290,2.27,2.38,2.61,2.35,4.11,-4.76,v4.1.0,False,0,0,0,,0,none,False,False,7.0,Would recommend to anyone in our industry.,,False,en,True,False,True,2
1063,Canyon Edge Adventures,283000,2026-09-08,Scale,Travel & Hospitality,Sarah Chen,APAC,146,False,88814,83613.5,34,33.5,505,118,4.73,0.6,4.92,2.23,26.36,-2.86,v4.3.0,False,0,0,0,,0,none,False,False,,,,,,False,False,True,1
1064,Eclipse Software,102000,2027-03-07,Growth,SaaS / Technology,Emily Watson,NA-West,326,False,31715,26060.166666666668,13,12.833333333333334,209,31,4.2,0.22,2.25,3.22,22.59,0.0,v4.2.3,False,0,0,0,,0,none,False,False,10.0,Would recommend to anyone in our industry.,,False,en,True,False,True,2
1065,Harbor Light Consulting,56000,2026-10-21,Growth,Travel & Hospitality,Raj Patel,EMEA,189,False,28873,26537.666666666668,12,12.333333333333334,208,34,2.95,1.39,-2.92,-1.66,12.33,-7.69,v4.3.0,False,1,0,0,21.8,0,decreasing,False,False,8.0,,,False,empty,True,True,True,3
1066,Willow Creek Farms,33000,2027-01-10,Starter,Manufacturing,Anna Kowalski,LATAM,270,False,5971,5198.0,3,2.5,51,6,-0.53,-3.43,1.87,0.55,4.55,0.0,v4.1.0,False,1,0,0,16.5,1,increasing,False,False,8.0,Best headless CMS on the market. Period.,,False,en,True,True,True,3
1067,Stormfront Weather Systems,214000,2026-09-12,Scale,Retail,Priya Sharma,LATAM,150,False,85183,80306.0,42,36.5,679,138,-0.1,3.37,7.19,7.45,-4.58,10.53,v4.3.0,False,3,1,1,15.3,0,decreasing,False,True,7.0,We evaluated 5 CMS platforms. Contentstack won easily.,,False,en,True,True,True,3
1068,Keystone Education Group,220000,2026-09-08,Scale,Government,Anna Kowalski,EMEA,146,False,91881,87194.0,45,38.166666666666664,716,130,1.26,2.77,10.4,5.82,9.73,15.38,v4.3.0,False,3,2,0,12.0,2,increasing,False,False,8.0,We evaluated 5 CMS platforms. Contentstack won easily.,,False,en,True,True,True,3
1069,Catalyst Innovations,429000,2027-04-02,Scale,Financial Services,Anna Kowalski,LATAM,352,False,92034,84499.83333333333,36,37.833333333333336,498,102,0.81,1.28,2.99,5.49,6.7,5.88,v4.3.0,False,3,2,0,14.4,1,decreasing,True,False,,,,,,False,True,True,2
1070,Mirage Digital Agency,117000,2026-08-06,Growth,Travel & Hospitality,Sarah Chen,LATAM,113,False,23780,24951.5,14,12.5,230,34,3.29,2.06,1.65,2.74,9.03,7.69,v4.2.3,False,2,0,0,17.0,2,increasing,False,False,5.0,Best headless CMS on the market. Period.,,False,en,True,True,True,3
1071,Polaris Navigation,145000,2027-02-20,Growth,Financial Services,Raj Patel,LATAM,311,False,24897,25216.166666666668,11,12.166666666666666,265,40,0.41,-1.64,6.84,5.83,8.9,-8.33,v4.1.0,False,1,0,0,23.3,0,decreasing,False,False,8.0,Great developer experience and the support team is phenomenal.,,False,en,True,True,True,3
1072,Sandcastle Hospitality,265000,2026-12-15,Scale,Manufacturing,Emily Watson,APAC,244,False,75851,83179.0,34,36.333333333333336,466,125,-1.67,-0.63,1.47,1.92,-15.4,-12.82,v4.1.0,False,0,0,0,,0,none,False,False,8.0,Best headless CMS on the market. Period.,,False,en,True,False,True,2
1073,Foxglove Pharmaceuticals,411000,2026-12-13,Scale,Manufacturing,Priya Sharma,NA-West,242,False,94439,85659.0,44,35.666666666666664,639,137,3.91,5.93,2.71,5.44,27.66,51.72,v4.3.0,False,2,2,0,19.9,0,decreasing,False,False,,,,,,False,True,True,2
1074,Ironwood Manufacturing,1894000,2027-01-25,Enterprise,Healthcare,Emily Watson,APAC,285,False,201955,200514.16666666666,84,85.0,1255,322,-0.02,-1.68,-0.22,0.75,-8.53,-4.55,v4.3.0,False,2,1,0,19.8,0,decreasing,False,True,8.0,We evaluated 5 CMS platforms. Contentstack won easily.,,False,en,True,True,True,3
1075,Ripple Effect Marketing,35000,2026-12-08,Starter,Media & Publishing,Anna Kowalski,LATAM,237,False,6055,5341.333333333333,3,2.8333333333333335,60,4,5.7,5.04,4.7,1.77,39.55,50.0,v4.2.3,False,3,2,3,14.3,0,decreasing,False,True,7.0,We evaluated 5 CMS platforms. Contentstack won easily.,,False,en,True,True,True,3
1076,Basecamp Outdoors,444000,2027-02-26,Scale,Education,Carlos Mendez,LATAM,317,False,75788,86050.16666666667,32,37.0,458,103,0.25,-4.63,-0.42,-0.6,-16.51,-20.0,v4.1.0,False,1,1,0,20.0,1,increasing,True,False,8.0,We evaluated 5 CMS platforms. Contentstack won easily.,,False,en,True,True,True,3
1077,Comet Data Sciences,856000,2026-08-27,Enterprise,Retail,Raj Patel,NA-East,134,False,258401,206529.33333333334,96,86.66666666666667,1348,301,4.47,2.11,3.17,5.57,32.39,7.87,v4.3.0,False,1,0,0,11.4,1,increasing,False,False,4.0,We evaluated 5 CMS platforms. Contentstack won easily.,Score=4 contradicts positive verbatim,True,en,True,True,True,3
1078,Trailhead Analytics,131000,2026-11-07,Growth,Media & Publishing,Priya Sharma,NA-East,206,False,26145,24577.166666666668,13,11.5,220,27,0.85,4.22,3.12,0.0,16.57,30.0,v4.2.3,False,2,1,0,9.0,1,stable,False,False,7.0,Best headless CMS on the market. Period.,,False,en,True,True,True,3
1079,Spectrum Health Network,31000,2027-03-15,Starter,Government,James Okafor,APAC,334,False,5211,5420.333333333333,2,2.6666666666666665,63,5,3.33,-0.0,4.85,5.71,7.87,0.0,v4.3.0,False,1,0,1,11.7,0,decreasing,False,True,8.0,Best headless CMS on the market. Period.,,False,en,True,True,True,3
1080,Nightfall Security,1821000,2026-10-22,Enterprise,Travel & Hospitality,David Kim,APAC,190,False,259768,219697.16666666666,94,88.0,1470,282,3.87,2.86,0.98,1.19,19.14,34.29,v4.3.0,False,0,0,0,,0,none,False,False,8.0,,,False,empty,True,False,True,2
1081,Daybreak Solar,89000,2026-07-17,Growth,Financial Services,Anna Kowalski,NA-West,93,False,25727,25247.5,14,12.666666666666666,206,30,3.04,0.0,0.67,2.05,15.0,7.69,v4.2.3,False,3,2,0,10.6,1,decreasing,False,True,,,,,,False,True,True,2
1082,Frostbite Gaming,186000,2027-03-09,Growth,E-commerce,Carlos Mendez,NA-East,328,False,26641,26771.0,12,12.333333333333334,207,28,0.23,1.39,-0.87,0.29,-3.77,9.09,v4.2.3,False,0,0,0,,0,none,False,False,,,,,,False,False,True,1
1083,Pebble Stream Media,780000,2027-03-09,Enterprise,Manufacturing,Raj Patel,APAC,328,False,229697,217371.0,74,83.16666666666667,1261,303,0.52,-0.03,6.04,4.16,2.05,-14.94,v4.1.0,False,1,0,0,3.9,0,decreasing,False,False,9.0,Best headless CMS on the market. Period.,,False,en,True,True,True,3
